ballotid,st,state,stateno,state_fips,state_icpsr,year,ballotname,ballotdescrip,type,electiontype,passed,pctyesvotes,unknownstatus,unofficialvotetotal,topicarea,abort,agricult,animalrights_huntfish,arts_cult,banking_finance,bond_meas,budgets,bus_commerce,civil_conlaw,criminal,drug,econdev,ed_higher,ed_prek12,elections,elections_initiative,energy_electric,environ,ethics_lobby_camfin,fedgov,gambling_lottery,health,humanservices,insurance,judiciary,juvenile_justice,labor_employ,landuse_proprights,legislatures,localgov,military_vet,natresourc,redistricting,stategov,tribalrelat,tax_rev,telecom_it,termlimits,transportation,cumulbystate,totalbystate
CA412,CA,California,5,6,71,1944 ,Proposition 11,Retirement Payments. Gross Income Tax., Initiative , General,0,32.79999924,0,0, Human Services | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,412,1238
CA413,CA,California,5,6,71,1944 ,Proposition 6,Legislature. Sessions. Budget., Legislative Referendum , General,0,39.90000153,0,0, Budgets | Legislatures ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,413,1238
CA414,CA,California,5,6,71,1944 ,Proposition 12,Right of Employment, Initiative , General,0,40.79999924,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,414,1238
CA415,CA,California,5,6,71,1944 ,Proposition 10,"Compensation of Officers, Increase During Term", Legislative Referendum , General,1,52,0,0, Labor & Employment | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,415,1238
CA416,CA,California,5,6,71,1944 ,Proposition 3,Constitutional Officers. Compensation., Legislative Referendum , General,1,52.5,0,0, Labor & Employment | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,416,1238
CA417,CA,California,5,6,71,1944 ,Proposition 7,Legislature. Expenses of Members., Legislative Referendum , General,1,54.29999924,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,417,1238
CA418,CA,California,5,6,71,1944 ,Proposition 4,"Taxation Exemption of Religious, Hospital, and Charitable Organizations", Legislative Referendum , General,1,54.5,0,0, Health | Human Services | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,418,1238
CA419,CA,California,5,6,71,1944 ,Proposition 9,Funds for Elementary Schools, Initiative , General,1,64,0,0, Budgets | Education: PreK-12 ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,1238
CA420,CA,California,5,6,71,1944 ,Proposition 1,Taxation of Federal Property, Legislative Referendum , Special,1,68.59999847,0,0, Human Services | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,420,1238
CA421,CA,California,5,6,71,1944 ,Proposition 2,Taxation. Veterans Exemption., Legislative Referendum , General,1,80.09999847,0,0, Military & Veterans Affairs | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,421,1238
CA422,CA,California,5,6,71,1944 ,Proposition 5,Public Officers and Employees. Reinstatement After Military Service, Legislative Referendum , General,1,85.69999695,0,0, Labor & Employment | Military & Veterans Affairs | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,422,1238
CA423,CA,California,5,6,71,1944 ,Proposition 1,The Veterans Bond Act of 1943, Legislative Referendum , General,1,87.69999695,0,0, Bond Measures | Military & Veterans Affairs ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,423,1238
CA424,CA,California,5,6,71,1946 ,Proposition 2,Greyhound Racing, Initiative , General,0,23,0,0, Animal Rights/Hunting & Fishing | Gambling & Lotteries | Military & Veterans Affairs ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,424,1238
CA425,CA,California,5,6,71,1946 ,Proposition 5,Creation of Court for Tax Appeals, Legislative Referendum , General,1,28.70000076,0,0, Judiciary | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,425,1238
CA426,CA,California,5,6,71,1946 ,Proposition 11,Fair Employment Practices Act, Initiative , General,0,28.70000076,0,0, Labor & Employment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,426,1238
CA427,CA,California,5,6,71,1946 ,Proposition 13,Allocation of Public School Funds, Legislative Referendum , General,0,39.40000153,0,0, Budgets | Education: PreK-12 ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,1238
CA428,CA,California,5,6,71,1946 ,Proposition 15,Validation of Legislative Amendments to Alien Land Law, Legislative Referendum , General,0,41.09999847,0,0, Civil & Constitutional Law | Land Use/Property Rights ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,428,1238
CA429,CA,California,5,6,71,1946 ,Proposition 9,State Superintendents of Public Instruction, Legislative Referendum , General,1,50.09999847,0,0, Education: PreK-12 | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,429,1238
CA430,CA,California,5,6,71,1946 ,Proposition 4,Business Loans for Veterans, Legislative Referendum , General,1,51,0,0, Business & Commerce | Military & Veterans Affairs | Tax & Revenue ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,430,1238
CA431,CA,California,5,6,71,1946 ,Proposition 12,Amendment of Laws Adopted by Initiative, Legislative Referendum , General,1,56.90000153,0,0, Elections-Initiative Process | Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,431,1238
CA432,CA,California,5,6,71,1946 ,Proposition 17,Public Utilities Commission, Legislative Referendum , General,1,59.70000076,0,0, Energy & Electric Utilities | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,432,1238
CA433,CA,California,5,6,71,1946 ,Proposition 10,Salary of the Governor, Legislative Referendum , General,1,60.59999847,0,0, Labor & Employment | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,433,1238
CA434,CA,California,5,6,71,1946 ,Proposition 8,County Superintendents of Schools, Legislative Referendum , General,1,61.09999847,0,0, Education: PreK-12 | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,434,1238
CA435,CA,California,5,6,71,1946 ,Proposition 6,Annual Sessions of the Legislature, Legislative Referendum , General,1,65.80000305,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,435,1238
CA436,CA,California,5,6,71,1946 ,Proposition 7,County Boards of Education, Legislative Referendum , General,1,71,0,0, Education: PreK-12 | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,436,1238
CA437,CA,California,5,6,71,1946 ,Proposition 16,Repeal of Educational Poll Tax, Legislative Referendum , General,1,71,0,0, Civil & Constitutional Law | Education: PreK-12 ,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,1238
CA438,CA,California,5,6,71,1946 ,Proposition 3,Public Schools, Initiative , General,1,74.40000153,0,0, Education: PreK-12 ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,1238
CA439,CA,California,5,6,71,1946 ,Proposition 1,Veterans' Bond Act of 1946, Legislative Referendum , General,1,79.59999847,0,0, Bond Measures | Military & Veterans Affairs ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,439,1238
CA440,CA,California,5,6,71,1946 ,Proposition 14,Disability of the Governor to Act, Legislative Referendum , General,1,80.90000153,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,440,1238
CA441,CA,California,5,6,71,1948 ,Proposition 15,Fish Nets, Initiative , General,0,31.89999962,1,0, Animal Rights/Hunting & Fishing | Business & Commerce | Natural Resources ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,441,1238
CA442,CA,California,5,6,71,1948 ,Proposition 14,Housing, Initiative , General,0,36.79999924,1,0, Human Services ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,1238
CA443,CA,California,5,6,71,1948 ,Proposition 2,Local Control and Enforcement of Intoxicating Liquors, Initiative , General,0,42.59999847,1,0, Business & Commerce | Drug/Alcohol/Tobacco Policy | Local Government ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,443,1238
CA444,CA,California,5,6,71,1948 ,Proposition 12,Local Control of Intoxicating Liquors, Initiative , General,0,44.90000153,1,0, Business & Commerce | Drug/Alcohol/Tobacco Policy | Local Government ,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,444,1238
CA445,CA,California,5,6,71,1948 ,Proposition 6,Regulation of Commercial Fishing, Initiative , General,0,49.20000076,1,0, Animal Rights/Hunting & Fishing | Business & Commerce | Natural Resources ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,445,1238
CA446,CA,California,5,6,71,1948 ,Proposition 13,Senate Reapportionment, Initiative , General,0,51,1,0, Redistricting ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,446,1238
CA447,CA,California,5,6,71,1948 ,Proposition 17,State Civil Service Exemptions, Legislative Referendum , General,0,51,0,0, Labor & Employment | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,447,1238
CA448,CA,California,5,6,71,1948 ,Proposition 11,Municipal Charters, Legislative Referendum , General,0,66.59999847,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,448,1238
CA449,CA,California,5,6,71,1948 ,Proposition 5,Compensation of Legislators, Legislative Referendum , General,0,67.19999695,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,449,1238
CA450,CA,California,5,6,71,1948 ,Proposition 18,State Payment of Tax Exemption Losses, Legislative Referendum , General,0,68.69999695,0,0, Local Government | State Government | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,450,1238
CA451,CA,California,5,6,71,1948 ,Proposition 1,Veterans' Tax Exemption, Legislative Referendum , General,0,74.5,0,0, Military & Veterans Affairs | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,451,1238
CA452,CA,California,5,6,71,1948 ,Proposition 4,Aged and Blind Act, Initiative , General,1,77.5,0,0, Human Services ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,1238
CA453,CA,California,5,6,71,1948 ,Proposition 3,Railroad Brakemen, Initiative , General,1,80,0,0, Labor & Employment | Transportation ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,453,1238
CA454,CA,California,5,6,71,1948 ,Proposition 16,Chiropractors, Legislative Referendum , General,1,,0,0, Health ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,1238
CA455,CA,California,5,6,71,1948 ,Proposition 10,Initiatives, Legislative Referendum , General,1,,0,0, Elections-Initiative Process ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,1238
CA456,CA,California,5,6,71,1948 ,Proposition 7,Residence of Voters, Legislative Referendum , General,1,,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,1238
CA457,CA,California,5,6,71,1948 ,Proposition 19,Fish and Game Commission, Legislative Referendum , General,1,,0,0, Natural Resources | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,457,1238
CA458,CA,California,5,6,71,1948 ,Proposition 9,Succession to Governorship, Legislative Referendum , General,1,,0,0, State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,458,1238
CA459,CA,California,5,6,71,1948 ,Proposition 8,"Superior Judges, Vacancies", Legislative Referendum , General,1,,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,1238
CA460,CA,California,5,6,71,1949 ,Proposition 11,"Constitutional Provisions Regarding State Officers, Legislators and Judges", Legislative Referendum , Special,0,27.79999924,0,0, Judiciary | Legislatures | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,460,1238
CA461,CA,California,5,6,71,1949 ,Proposition 12,Daylight Saving Time, Initiative , Special,1,55,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,1238
CA462,CA,California,5,6,71,1949 ,Proposition 3,Legislative Sessions and Legislative Pay, Legislative Referendum , Special,1,57.09999847,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,462,1238
CA463,CA,California,5,6,71,1949 ,Proposition 2,Aged and Blind Act, Initiative , Special,1,57.5,0,0, Human Services ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,1238
CA464,CA,California,5,6,71,1949 ,Proposition 4,Constitutional Provisions Relating to Local Government, Legislative Referendum , Special,1,66.5,0,0, Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,464,1238
CA465,CA,California,5,6,71,1949 ,Proposition 5,Constitutional Convention of 1878-1879, Legislative Referendum , Special,1,70.5,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,1238
CA466,CA,California,5,6,71,1949 ,Proposition 10,Repeal of Suspension Provision, Legislative Referendum , Special,1,70.69999695,0,0, Business & Commerce | Civil & Constitutional Law | Criminal Justice ,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,1238
CA467,CA,California,5,6,71,1949 ,Proposition 7,Revision of Tax Provisions, Legislative Referendum , Special,1,71.59999847,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,467,1238
CA468,CA,California,5,6,71,1949 ,Proposition 6,Effective Date of 1933 Statutes, Legislative Referendum , Special,1,71.69999695,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,1238
CA469,CA,California,5,6,71,1949 ,Proposition 8,Constitutional Provision Relating to State Fiscal Affairs, Legislative Referendum , Special,1,72.09999847,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,1238
CA470,CA,California,5,6,71,1949 ,Proposition 9,Constitutional Provisions for Adoption of 1879 Constitution, Legislative Referendum , Special,1,72.09999847,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,1238
CA471,CA,California,5,6,71,1949 ,Proposition 1,School Bonds, Legislative Referendum , Special,1,72.80000305,0,0, Bond Measures | Education: PreK-12 ,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,1238
CA472,CA,California,5,6,71,1950 ,Proposition 1,Personal Property Taxation, Initiative , General,0,19.29999924,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,472,1238
CA473,CA,California,5,6,71,1950 ,Proposition 6,Legalizing and Licensing Gambling, Initiative , General,0,22.79999924,0,0, Gambling & Lotteries | Human Services ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,1238
CA474,CA,California,5,6,71,1950 ,Proposition 5,Legislators, Legislative Referendum , General,0,26,0,0, Legislatures ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,474,1238
CA475,CA,California,5,6,71,1950 ,Proposition 8,Compensation of Local Officers, Legislative Referendum , General,0,34.29999924,0,0, Labor & Employment | Local Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,475,1238
CA476,CA,California,5,6,71,1950 ,Proposition 10,Public Housing Projects. Requiring Election to Establish, Initiative , General,1,50.79999924,0,0, Human Services ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,1238
CA477,CA,California,5,6,71,1950 ,Proposition 7,Chiropractors, Legislative Referendum , General,1,57,0,0, Civil & Constitutional Law | Health ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,1238
CA478,CA,California,5,6,71,1950 ,Proposition 9,State Civil Service, Legislative Referendum , General,1,63.29999924,0,0, Labor & Employment | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,478,1238
CA479,CA,California,5,6,71,1950 ,Proposition 2,Constitutional Amendments and Laws. Naming Persons to Office., Legislative Referendum , General,1,68.59999847,0,0, Civil & Constitutional Law | Elections-Initiative Process ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,1238
CA480,CA,California,5,6,71,1950 ,Proposition 11,Land Titles. Torrans Act., Legislative Referendum , General,1,72.90000153,0,0, Land Use/Property Rights ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,480,1238
CA481,CA,California,5,6,71,1950 ,Proposition 3,Inferior Court Reorganization, Legislative Referendum , General,1,80.69999695,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,1238
CA482,CA,California,5,6,71,1950 ,Proposition 4,Eligibility to Vote, Legislative Referendum , General,1,85.19999695,0,0, Civil & Constitutional Law | Elections ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,1238
CA483,CA,California,5,6,71,1952 ,Proposition 10,Public Funds: Certain Expenditures Prohibited, Initiative , General,0,41.90000153,0,0, Budgets | Legislatures ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,483,1238
CA484,CA,California,5,6,71,1952 ,Proposition 11,Payments to Aged Persons, Initiative , General,0,43.59999847,0,0, Human Services ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,1238
CA485,CA,California,5,6,71,1952 ,Proposition 23,Description of Property for Assessment, Legislative Referendum , General,0,45,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,485,1238
CA486,CA,California,5,6,71,1952 ,Proposition 17,Chiropractors, Legislative Referendum , General,0,45.79999924,0,0, Health ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,1238
CA487,CA,California,5,6,71,1952 ,Proposition 19,Grand Juries, Legislative Referendum , General,0,48.40000153,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1238
CA488,CA,California,5,6,71,1952 ,Proposition 22,Property Tax Statements, Legislative Referendum , General,0,48.59999847,0,0, Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,488,1238
CA489,CA,California,5,6,71,1952 ,Proposition 13,Elections: Prohibiting Cross-Filing, Initiative , General,0,49.95999908,0,0, Elections ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,1238
CA490,CA,California,5,6,71,1952 ,Proposition 3,Taxation: Welfare Exemption of Nonprofit School Property, Popular Referendum , General,1,50.79999924,0,0, Education: PreK-12 | Tax & Revenue ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,490,1238
CA491,CA,California,5,6,71,1952 ,Proposition 20,State Funds: Hospital Construction, Legislative Referendum , General,1,50.90000153,0,0, Budgets | Health ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,1238
CA492,CA,California,5,6,71,1952 ,Proposition 2,Payments to Needy Blind, Legislative Referendum , General,1,56.70000076,0,0, Human Services ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,1238
CA493,CA,California,5,6,71,1952 ,Proposition 2,Public School Funds, Initiative , General,1,65.40000153,0,0, Budgets | Education: PreK-12 ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,1238
CA494,CA,California,5,6,71,1952 ,Proposition 18,Community Redevelopment Projects, Legislative Referendum , General,1,65.90000153,0,0, Economic Development ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,1238
CA495,CA,California,5,6,71,1952 ,Proposition 5,Subversive Persons and Group, Legislative Referendum , General,1,68.09999847,0,0, Civil & Constitutional Law ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1238
CA496,CA,California,5,6,71,1952 ,Proposition 6,Oaths of Office, Legislative Referendum , General,1,69.59999847,0,0, Judiciary | Legislatures | State Government ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,496,1238
CA497,CA,California,5,6,71,1952 ,Proposition 21,Superior Judges: Vacancies, Legislative Referendum , General,1,70.19999695,0,0, Judiciary ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,1238
